Date,Open,High,Low,Close,Adj Close,Volume
2016-11-21,112.68000030517578,113.47000122070312,112.37999725341797,112.91999816894531,107.2860336303711,1357700
2016-11-22,112.9000015258789,113.69000244140625,112.58000183105469,113.36000061035156,107.70409393310547,1246100
2016-11-23,113.52999877929688,113.93000030517578,113.0,113.51000213623047,107.84660339355469,696400
2016-11-25,113.38999938964844,113.97000122070312,112.91000366210938,113.80999755859375,108.13162994384766,521000
2016-11-28,113.2300033569336,113.86000061035156,112.72000122070312,112.77999877929688,107.15303039550781,977700
2016-11-29,112.9800033569336,113.98999786376953,112.36000061035156,113.6500015258789,107.97960662841797,1136800
2016-11-30,114.23999786376953,114.5,113.70999908447266,114.0999984741211,108.40713500976562,2589000
2016-12-01,114.0,114.48999786376953,111.68000030517578,112.05000305175781,106.45945739746094,1156000
2016-12-02,111.83999633789062,112.1500015258789,111.33999633789062,111.62000274658203,106.0509033203125,1053800
2016-12-05,112.41999816894531,112.83999633789062,111.79000091552734,112.37000274658203,106.76348114013672,725600
2016-12-06,112.4000015258789,113.23999786376953,111.94999694824219,113.20999908447266,107.56156158447266,835100
2016-12-07,113.30000305175781,116.58999633789062,112.66999816894531,115.94999694824219,110.16486358642578,2350900
2016-12-08,116.16999816894531,116.5,112.68000030517578,112.88999938964844,107.25752258300781,2154100
2016-12-09,112.9000015258789,113.3499984741211,111.93000030517578,113.02999877929688,107.39054870605469,1933100
2016-12-12,112.98999786376953,113.69999694824219,112.30999755859375,112.73999786376953,107.11502075195312,1239200
2016-12-13,113.0,113.44999694824219,112.05999755859375,112.55999755859375,106.9439926147461,1561100
2016-12-14,112.48999786376953,113.33000183105469,111.44000244140625,111.75,106.17440795898438,1067000
2016-12-15,111.56999969482422,113.55000305175781,111.56999969482422,112.38999938964844,106.78246307373047,973100
2016-12-16,112.4000015258789,112.62999725341797,111.41999816894531,112.08999633789062,106.49745178222656,1689000
2016-12-19,112.0199966430664,112.52999877929688,111.1500015258789,112.33000183105469,106.72547149658203,837200
2016-12-20,112.54000091552734,112.62000274658203,111.41000366210938,111.83000183105469,106.25042724609375,775100
2016-12-21,111.97000122070312,113.12000274658203,111.51000213623047,112.25,106.64945983886719,586900
2016-12-22,112.05999755859375,112.56999969482422,111.79000091552734,112.4800033569336,106.86800384521484,554900
2016-12-23,112.62999725341797,113.13999938964844,112.11000061035156,112.88999938964844,107.25752258300781,668100
2016-12-27,112.91000366210938,113.05999755859375,112.30000305175781,112.5,106.88699340820312,320600
